id	hylinox
27133	2
27135	0
27137	0
27139	2
27141	1
27143	2
27145	1
27147	2
27149	1
27151	1
27153	1
27155	1
27157	2
27159	1
27161	2
27163	1
27165	2
27167	1
27169	2
27171	2
27173	1
28001	1
28003	2
28005	1
28007	2
28009	2
28011	2
28013	2
28015	2
28017	2
28019	2
28021	1
28023	1
28025	2
28027	2
28029	1
28031	2
28033	4
28035	2
28037	1
28039	1
28041	1
28043	2
28045	1
28047	1
28049	2
28051	2
28053	2
28055	1
28057	2
28059	1
28061	2
28063	1
28065	2
28067	2
28069	1
28071	2
28073	2
28075	1
28077	2
28079	2
28081	2
28083	2
28085	2
28087	2
28089	2
28091	2
28093	2
28095	2
28097	2
28099	2
28101	2
28103	1
28105	2
28107	2
28109	1
28111	1
28113	2
28115	2
28117	2
28119	2
28121	2
28123	2
28125	1
28127	2
28129	2
28131	1
28133	2
28135	2
28137	2
28139	2
28141	2
28143	2
28145	2
28147	2
28149	1
28151	2
28153	1
28155	2
28157	1
28159	2
28161	2
28163	1
29001	2
29003	2
29005	2
29007	2
29009	3
29011	2
29013	2
29015	2
29017	2
29019	3
29021	3
29023	2
29025	2
29027	3
29029	3
29031	2
29033	2
29035	2
29037	3
29039	2
29041	2
29043	2
29045	2
29047	2
29049	2
29051	3
29053	2
29055	3
29057	2
29059	2
29061	2
29063	2
29065	2
29067	2
29069	2
29071	3
29073	2
29075	2
29077	3
29079	2
29081	2
29083	2
29085	2
29087	2
29089	2
29091	2
29093	3
29095	4
29097	3
29099	3
29101	2
29103	2
29105	2
29107	2
29109	2
29111	2
29113	3
29115	2
29117	2
29119	3
29121	2
29123	2
29125	2
29127	3
29129	2
29131	2
29133	2
29135	3
29137	2
29139	2
29141	2
29143	2
29145	3
29147	2
29149	2
29151	2
29153	2
29155	2
29157	2
29159	2
29161	2
29163	2
29165	2
29167	2
29169	2
29171	2
29173	2
29175	2
29177	2
29179	2
29181	2
29183	5
29185	2
29186	2
29187	3
29189	8
29195	2
29197	2
29199	2
29201	2
29203	2
29205	2
29207	2
29209	3
29211	2
29213	2
29215	2
29217	2
29219	3
29221	3
29223	2
29225	2
29227	2
29229	2
29510	5
31001	2
31003	2
31005	1
31007	1
31009	1
31011	2
31013	1
31015	1
31017	1
31019	2
31021	2
31023	2
31025	2
31027	2
31029	1
31031	1
31033	1
31035	2
31037	2
31039	2
31041	2
31043	2
31045	1
31047	2
31049	1
31051	2
31053	2
31055	5
31057	1
31059	2
31061	2
31063	1
31065	2
31067	2
31069	1
31071	2
31073	2
31075	1
31077	2
31079	2
31081	2
31083	2
31085	1
31087	1
31089	2
31091	1
31093	2
31095	2
31097	2
31099	2
31101	1
31103	1
31105	1
31107	2
31109	4
31111	2
31113	1
31115	2
31117	1
31119	2
31121	2
31123	1
31125	2
31127	2
31129	2
31131	2
31133	2
31135	1
31137	2
31139	2
31141	2
31143	2
31145	1
31147	2
31149	1
31151	2
31153	3
31155	2
31157	1
31159	2
31161	1
31163	2
31165	1
31167	2
31169	2
31171	1
31173	2
31175	2
31177	3
31179	2
31181	2
31183	2
31185	2
33001	0
33003	0
33005	1
33007	0
33009	0
33011	1
33013	1
33015	0
33017	0
33019	1
34001	1
34003	9
34005	1
34007	1
34009	0
34011	1
34013	11
34015	2
34017	15
34019	2
34021	2
34023	2
34025	1
34027	6
34029	0
34031	8
34033	1
34035	3
34037	5
34039	6
34041	3
36001	1
36003	2
36005	3
36007	2
36009	2
36011	2
36013	2
36015	2
36017	2
36019	1
36021	1
36023	1
36025	1
36027	1
36029	2
36031	1
36033	0
36035	1
36037	2
36039	1
36041	1
36043	1
36045	1
36047	2
36049	1
36051	1
36053	1
36055	1
36057	2
36059	4
36061	8
36063	1
36065	2
36067	2
36069	2
36071	2
36073	1
36075	1
36077	1
36079	1
36081	3
36083	1
36085	1
36087	2
36089	0
36091	1
36093	2
36095	1
36097	2
36099	2
36101	2
36103	0
36105	2
36107	2
36109	2
36111	1
36113	1
36115	1
36117	1
36119	1
36121	2
36123	2
37001	2
37003	3
37005	2
37007	2
37009	2
37011	2
37013	0
37015	1
37017	1
37019	1
37021	2
37023	3
37025	2
37027	2
37029	0
37031	0
37033	1
37035	3
37037	2
37039	2
37041	0
37043	2
37045	3
37047	1
37049	0
37051	2
37053	0
37055	0
37057	3
37059	3
37061	1
37063	2
37065	1
37067	3
37069	1
37071	3
37073	0
37075	2
37077	1
37079	2
37081	2
37083	1
37085	2
37087	2
37089	2
37091	0
37093	3
37095	0
37097	3
37099	2
37101	2
37103	1
37105	2
37107	2
37109	3
37111	2
37113	2
37115	2
37117	1
37119	4
37121	2
37123	2
37125	2
37127	1
37129	0
37131	1
37133	1
37135	2
37137	0
37139	0
37141	1
37143	0
37145	1
37147	1
37149	2
37151	2
37153	2
37155	2
37157	2
37159	3
37161	2
37163	2
37165	2
37167	2
37169	2
37171	2
37173	2
37175	2
37177	0
37179	2
37181	1
37183	3
37185	1
37187	0
37189	2
37191	3
37193	3
37195	2
37197	3
37199	2
38001	1
38003	1
38005	0
38007	1
38009	0
38011	1
38013	0
38015	1
38017	1
38019	0
38021	1
38023	0
38025	1
38027	1
38029	1
38031	1
38033	1
38035	0
38037	1
38039	1
38041	1
38043	1
38045	1
38047	1
38049	0
38051	1
38053	1
38055	1
38057	1
38059	1
38061	1
38063	0
38065	1
38067	0
38069	0
38071	0
38073	1
38075	0
38077	1
38079	0
38081	1
38083	1
38085	1
38087	1
38089	1
38091	1
38093	1
38095	0
38097	1
38099	0
38101	1
38103	1
38105	1
39001	2
39003	3
39005	4
39007	1
39009	2
39011	3
39013	3
39015	2
39017	4
39019	3
39021	3
39023	4
39025	2
39027	2
39029	3
39031	3
39033	4
39035	1
39037	4
39039	3
39041	3
39043	2
39045	2
39047	3
39049	6
39051	3
39053	1
39055	2
39057	3
39059	3
39061	6
39063	3
39065	3
39067	3
39069	3
39071	2
39073	2
39075	3
39077	3
39079	2
39081	4
39083	3
39085	1
39087	1
39089	3
39091	3
39093	5
39095	2
39097	4
39099	4
39101	3
39103	5
39105	2
39107	3
39109	4
39111	2
39113	8
39115	2
39117	3
39119	3
39121	2
39123	2
39125	3
39127	3
39129	3
39131	2
39133	3
39135	4
39137	3
39139	4
39141	3
39143	3
39145	2
39147	3
39149	3
39151	3
39153	4
39155	2
39157	3
39159	3
39161	3
39163	2
39165	3
39167	2
39169	4
39171	3
39173	2
39175	3
40001	3
40003	2
40005	2
40007	1
40009	1
40011	2
40013	2
40015	2
40017	2
40019	2
40021	3
40023	2
40025	1
40027	3
40029	2
40031	2
40033	2
40035	2
40037	2
40039	2
40041	3
40043	2
40045	1
40047	2
40049	2
40051	2
40053	2
40055	2
40057	1
40059	1
40061	2
40063	2
40065	2
40067	2
40069	2
40071	2
40073	2
40075	2
40077	2
40079	2
40081	2
40083	2
40085	2
40087	3
40089	2
40091	3
40093	2
40095	2
40097	2
40099	2
40101	3
40103	2
40105	2
40107	2
40109	3
40111	3
40113	2
40115	3
40117	2
40119	2
40121	2
40123	2
40125	3
40127	2
40129	1
40131	3
40133	2
40135	3
40137	2
40139	1
40141	2
40143	5
40145	3
40147	2
40149	2
40151	2
40153	2
42001	3
42003	5
42005	2
42007	3
42009	2
42011	5
42013	3
42015	2
42017	2
42019	2
42021	3
42023	2
42025	3
42027	3
42029	6
42031	2
42033	2
42035	3
42037	3
42039	2
42041	4
42043	4
42045	5
42047	2
42049	2
42051	2
42053	2
42055	3
42057	3
42059	2
42061	3
42063	2
42065	2
42067	3
42069	3
42071	4
42073	2
42075	5
42077	5
42079	4
42081	3
42083	2
42085	2
42087	3
42089	3
42091	6
42093	4
42095	2
42097	4
42099	4
42101	2
42103	3
42105	2
42107	4
42109	4
42111	2
42113	3
42115	2
42117	2
42119	4
42121	2
42123	2
42125	3
42127	2
42129	3
42131	3
42133	3
44001	1
44003	1
44005	0
44007	3
44009	0
45001	2
45003	1
45005	1
45007	2
45009	1
45011	1
45013	1
45015	1
45017	1
45019	1
45021	2
45023	2
45025	1
45027	1
45029	1
45031	1
45033	2
45035	1
45037	1
45039	1
45041	1
45043	0
45045	3
45047	2
45049	1
45051	1
45053	1
45055	1
45057	2
45059	2
45061	1
45063	2
45065	1
45067	1
45069	1
45071	1
45073	2
45075	1
45077	2
45079	1
45081	1
45083	2
45085	1
45087	2
45089	1
45091	2
46003	1
46005	1
46007	1
46009	2
46011	2
46013	1
46015	1
46017	1
46019	1
46021	1
46023	2
46025	1
46027	2
46029	1
46031	1
46033	1
46035	2
46037	1
46039	1
46041	1
46043	1
46045	1
46047	1
46049	1
46051	1
46053	1
46055	1
46057	1
46059	1
46061	2
46063	1
46065	1
46067	2
46069	1
46071	1
46073	1
46075	1
46077	1
46079	2
46081	1
46083	2
46085	1
46087	2
46089	1
46091	1
46093	1
46095	1
46097	2
46099	2
46101	2
46103	1
46105	1
46107	1
46109	1
46111	2
46102	1
46115	1
46117	1
46119	1
46121	1
46123	1
46125	2
46127	2
46129	1
46135	2
46137	1
47001	2
47003	2
47005	2
47007	2
47009	2
47011	2
47013	2
47015	2
47017	2
47019	2
47021	2
47023	2
47025	2
47027	2
47029	2
47031	2
47033	2
47035	2
47037	4
47039	2
47041	2
47043	2
47045	2
47047	2
47049	1
47051	2
47053	2
47055	2
47057	2
47059	2
47061	2
47063	2
47065	3
47067	2
47069	2
47071	2
47073	2
47075	2
47077	2
47079	2
47081	2
47083	2
47085	2
47087	2
47089	2
47091	2
47093	2
47095	2
47097	2
47099	2
47101	2
47103	2
47105	2
47107	2
47109	2
47111	2
47113	3
47115	2
47117	2
47119	2
47121	2
47123	2
47125	3
47127	2
47129	2
47131	2
47133	2
47135	2
47137	1
47139	2
47141	2
47143	2
47145	2
47147	2
47149	2
47151	1
47153	2
47155	2
47157	4
47159	2
47161	2
47163	2
47165	2
47167	2
47169	2
47171	2
47173	2
47175	2
47177	2
47179	2
47181	2
47183	2
47185	2
47187	3
47189	2
48001	2
48003	1
48005	2
48007	1
48009	2
48011	1
48013	1
48015	2
48017	1
48019	1
48021	2
48023	1
48025	1
48027	2
48029	2
48031	1
48033	1
48035	2
48037	2
48039	2
48041	2
48043	1
48045	1
48047	0
48049	2
48051	2
48053	2
48055	2
48057	1
48059	1
48061	1
48063	2
48065	1
48067	2
48069	1
48071	2
48073	2
48075	1
48077	2
48079	1
48081	1
48083	1
48085	2
48087	1
48089	2
48091	1
48093	2
48095	1
48097	2
48099	2
48101	1
48103	1
48105	1
48107	1
48109	1
48111	1
48113	6
48115	1
48117	1
48119	2
48121	2
48123	1
48125	1
48127	1
48129	1
48131	0
48133	1
48135	1
48137	1
48139	4
48141	1
48143	2
48145	2
48147	2
48149	2
48151	1
48153	1
48155	1
48157	3
48159	2
48161	2
48163	1
48165	1
48167	2
48169	1
48171	1
48173	1
48175	1
48177	2
48179	1
48181	2
48183	2
48185	2
48187	2
48189	1
48191	1
48193	2
48195	1
48197	1
48199	2
48201	5
48203	2
48205	1
48207	1
48209	2
48211	1
48213	2
48215	0
48217	3
48219	1
48221	2
48223	2
48225	2
48227	1
48229	1
48231	2
48233	1
48235	1
48237	2
48239	1
48241	2
48243	1
48245	2
48247	0
48249	1
48251	4
48253	1
48255	1
48257	3
48259	1
48261	0
48263	1
48265	1
48267	1
48269	1
48271	1
48273	1
48275	1
48277	2
48279	1
48281	2
48283	1
48285	2
48287	2
48289	2
48291	2
48293	2
48295	1
48297	1
48299	1
48301	1
48303	1
48305	1
48307	1
48309	3
48311	1
48313	2
48315	2
48317	1
48319	1
48321	1
48323	1
48325	1
48327	1
48329	1
48331	2
48333	2
48335	1
48337	2
48339	2
48341	1
48343	2
48345	1
48347	2
48349	2
48351	2
48353	1
48355	1
48357	1
48359	1
48361	2
48363	2
48365	2
48367	2
48369	1
48371	1
48373	2
48375	1
48377	1
48379	2
48381	2
48383	1
48385	1
48387	2
48389	1
48391	1
48393	1
48395	2
48397	3
48399	1
48401	2
48403	2
48405	2
48407	2
48409	1
48411	1
48413	1
48415	1
48417	1
48419	2
48421	1
48423	2
48425	2
48427	0
48429	1
48431	1
48433	1
48435	1
48437	1
48439	4
48441	1
48443	1
48445	1
48447	1
48449	2
48451	1
48453	4
48455	2
48457	2
48459	2
48461	1
48463	1
48465	1
48467	2
48469	1
48471	2
48473	2
48475	1
48477	2
48479	0
48481	2
48483	1
48485	2
48487	1
48489	0
48491	2
48493	2
48495	1
48497	2
48499	2
48501	1
48503	1
48505	0
48507	1
50001	1
50003	1
50005	0
50007	1
50009	0
50011	0
50013	0
50015	0
50017	0
50019	0
50021	1
50023	1
50025	1
50027	1
51001	0
51003	1
51005	1
51007	1
51009	1
51011	1
51013	4
51015	1
51017	1
51019	1
51021	1
51023	1
51025	1
51027	1
51029	1
51031	1
51033	0
51035	2
51036	0
51037	1
51041	1
51043	2
51045	1
51047	1
51049	1
51051	1
51053	1
51057	0
51059	4
51061	1
51063	1
51065	1
51067	1
51069	2
51071	1
51073	0
51075	1
51077	2
51079	1
51081	1
51083	1
51085	0
51087	0
51089	2
51091	1
51093	1
51095	1
51097	0
51099	0
51101	0
51103	0
51105	2
51107	3
51109	1
51111	1
51113	1
51115	0
51117	1
51119	0
51121	1
51125	1
51127	1
51131	0
51133	0
51135	1
51137	1
51139	1
51141	2
51143	1
51145	1
51147	1
51149	0
51153	1
51155	1
51157	1
51159	0
51161	1
51163	1
51165	1
51167	1
51169	1
51171	1
51173	2
51175	1
51177	1
51179	1
51181	1
51183	1
51185	2
51187	1
51191	2
51193	0
51195	1
51197	1
51199	1
51510	2
51515	1
51520	2
51530	1
51540	1
51550	1
51570	1
51580	1
51590	1
51595	1
51600	4
51610	5
51620	1
51630	0
51640	2
51650	0
51660	1
51670	0
51678	1
51680	1
51683	1
51685	2
51690	2
51700	1
51710	1
51720	1
51730	1
51735	0
51740	2
51750	1
51760	2
51770	1
51775	2
51790	1
51800	1
51810	0
51820	1
51830	1
51840	2
54001	1
54003	3
54005	1
54007	1
54009	3
54011	1
54013	1
54015	1
54017	2
54019	1
54021	1
54023	1
54025	1
54027	1
54029	3
54031	1
54033	2
54035	1
54037	2
54039	1
54041	1
54043	1
54045	1
54047	1
54049	2
54051	2
54053	1
54055	1
54057	1
54059	1
54061	2
54063	1
54065	2
54067	1
54069	3
54071	1
54073	2
54075	1
54077	2
54079	1
54081	2
54083	1
54085	2
54087	1
54089	1
54091	1
54093	1
54095	2
54097	1
54099	1
54101	1
54103	2
54105	1
54107	2
54109	1
55001	2
55003	0
55005	1
55007	0
55009	1
55011	1
55013	1
55015	1
55017	1
55019	1
55021	2
55023	2
55025	4
55027	3
55029	0
55031	0
55033	1
55035	1
55037	0
55039	2
55041	0
55043	2
55045	3
55047	2
55049	2
55051	0
55053	1
55055	3
55057	2
55059	1
55061	1
55063	2
55065	3
55067	1
55069	1
55071	1
55073	1
55075	0
55077	2
55078	1
55079	1
55081	2
55083	1
55085	0
55087	2
55089	1
55091	1
55093	1
55095	1
55097	2
55099	1
55101	1
55103	2
55105	3
55107	1
55109	1
55111	2
55113	0
55115	1
55117	1
55119	1
55121	2
55123	2
55125	0
55127	3
55129	1
55131	2
55133	6
55135	2
55137	2
55139	2
55141	2
